"V0";"V1";"V2a";"V2b";"V3a";"V3b";"V4a";"V4b";"V4c";"V5a";"V5b";"V5c";"V6";"V7";"V8";"V9";"V10a";"V10b";"V11a";"V11b";"V11c";"V12a";"V12b";"V13a";"V13b";"V14a";"V14b";"V15a";"V15b";"V16a";"V16b";"V17";"V18";"V19"
"NUI2042";"Juazeiro do Norte";"Santana do Cariri";"Grupo 4";"São Gonçalo";"1";"266";"Censo IBGE";"2010";"4";"-";"-";"4";"2";"1";"4";"3";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"3";"-";"de 100 a 700"
"NUI2040";"Juazeiro do Norte";"Santana do Cariri";"Grupo 4";"Pimenteiras";"1";"206";"Censo IBGE";"2010";"4";"-";"-";"4";"2";"1";"4";"3";;"1";"FBDS";;"2";"-";"1";"-";"1";"-";"3";"-";"1";"-";"3";"-";"de 100 a 700"
"NUI2044";"Juazeiro do Norte";"Tarrafas";"Grupo 4";"Rua Joana Alcantra";"1";"27";"Censo IBGE";"2010";"2";"-";"-";"4";"2";"2";"4";"1";;"1";"IPEA";"imagem de satélite
riacho do urucum
tem um açude dentro do NUI.";"3";"Delizamento / alagamento (raro)";"1";"-";"2";"-";"1";"-";"2";"-";"2";"riacho do urucum corta o NUI";"até 50"
"NUI2045";"Juazeiro do Norte";"Tarrafas";"Grupo 4";"Cajazeira do Jiló";"1";"148";"Censo IBGE";"2010";"2";"-";"-";"4";"3";"1";"4";"1";;"1";"FBDS";;"3";"risco de rompimento da muro do açude";"1";"-";"3";"-";"3";"-";"3";"-";"2";"-";"de 100 a 700"
"NUI2038";"Juazeiro do Norte";"Santana do Cariri";"Grupo 4";"Alto dos Tourinos";"1";"155";"Censo IBGE";"2010";"4";"-";"-";"4";"2";"1";"4";"1";;"0";;;"1";"-";"1";"-";"2";"-";"3";"-";"2";"-";"4";"-";"de 100 a 700"
"NUI2046";"Juazeiro do Norte";"Tarrafas";"Grupo 4";"Rua São José";"1";"44";"Censo IBGE";"2010";"2";"-";"-";"4";"2";"2";"4";"1";;"0";;;"2";"-";"1";"-";"2";"-";"2";"-";"1";"-";"2";"-";"até 50"
"NUI2017";"Juazeiro do Norte";"Nova Olinda";"Grupo 4";"APP Rio Cariús";"1";"96";"CADUNICO";"2020";"2";"-";"-";"4";"2";"2";"4";"1";;"1";"FBDS";;"3";"Alagamento";"1";"-";"4";"-";"3";"-";"1";"-";"2";"As casas são muito boas e tem acesso a água, luz.
Esgoto escoa direto para o rio.";"de 51 a 99"
"NUI1893";"Juazeiro do Norte";"Campos Sales";"Grupo 3";"Conjunto Lindalva Martins";"1";"150";"PMCS";"out-21";"3";"-";"-";"4";"1";"2";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"2";"-";"1";"-";"3";"Na área encontra-se: CRAS, creche (em tempo integral), escola, quadra de esportes, uma associação de moradores. A localidade se divide em conjunto habitacional Lindalva Martins e Vila Rio.";"de 100 a 700"
"NUI1985";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Novo Juazeiro I, II e III";"1";"300";"estimativa da Dênia";"2020";"3";"-";"-";"4";"1";"3";"4";"1";;"1";"Prefeitura";"Informação verbal";"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"1";"COHAB 1980-1982 Embrião e hoje já é uma área boa. Mas ainda falta as escrituras.
(100 domicílios em cada etapa)";"de 100 a 700"
"NUI1965";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Tiradentes - linha de alta tensão";"1";"518";"Censo IBGE";"2010";"1";"-";"-";"4";"1";"3";"4";"1";;"0";;;"3";"casas abaixo do linhão";"1";"-";"1";"-";"1";"-";"2";"-";"2";"Remoção de famílias abaixo da linha de alta tensão.
Todas as ruas são calçadas. Não tem rede de esgoto. Tem acesso a água, mas energia é irregular.";"de 100 a 700"
"NUI1966";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Avenida da Universidade";"1";"71";"Censo IBGE";"2010";"1";"-";"-";"4";"1";"3";"4";"1";;"0";;;"3";"casas abaixo da linha de alta tensão";"1";"-";"1";"-";"1";"-";"3";"-";"3";"Não tem nada de infraestrutura.
Quadrado
Muitas casas abaixo da linha de alta tensão.";"de 51 a 99"
"NUI1994";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Vila Amaro Coelho";"1";"117";"Censo IBGE";"2010";"4";"-";"-";"4";"2";"1";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"2";"-";"3";;"de 100 a 700"
"NUI1995";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Vila São Gonçalo";"1";"174";"Censo IBGE";"2010";"4";"-";"-";"4";"2";"1";"4";"1";;"1";"FBDS";;"2";"-";"1";"-";"1";"-";"3";"-";"1";"-";"1";;"de 100 a 700"
"NUI1969";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Pedrinhas (Vila São Francisco)";"1";"1770";"Censo IBGE";"2010";"2";"-";"-";"4";"1";"2";"4";"1";;"1";"FBDS";;"3";"inundação";"1";"-";"4";"-";"3";"-";"2";"-";"2";"Muitas ruas sem calçamento, ruas muito estreritas, tem um açude (que está sendo aterrado).
Lotes de 6x20 e 4x20.
Não tem saneamento (esgoto a céu aberto).
Tem um trecho de casas construídas por uma ONG (100 unidades) em regime de mutirão (mas aind";"de 701 a 2.000"
"NUI1970";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Campo Alegre";"1";"375";"CADUNICO";"2020";"1";"-";"-";"4";"1";"2";"4";"1";;"1";"IPEA";"imagem de satélite
açude (área alagavel ocupada)";"3";"inundação (na área do açudinho que estão aterrando)";"1";"-";"2";"-";"2";"-";"3";"-";"2";"Loteamento aprovado na prefeitura, mas áreas institucionais e verdes foram invadidas. Alguns lotes particulares também foram invadidas.
Dentro da área tem um açude, 
Invasão da área do açude  (área alagavel ocupada)
Invasão da área non edifican";"de 100 a 700"
"NUI1967";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Linha de Alta Tensão 
(bairro triângulo, são josé e são geraldo)";"1";"268";"Censo IBGE";"2010";"1";"-";"-";"4";"2";"3";"4";"1";;"0";;;"3";"casas abaixo da linha de alta tensão";"1";"-";"2";"-";"1";"-";"3";"-";"2";"Tem algumas ruas que não são calçadas. Energia maioria é gato.";"de 100 a 700"
"NUI1968";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Margem do Rio Timbaúba";"1";"91";"Censo IBGE";"2010";"1";"-";"-";"4";"3";"3";"4";"1";;"1";"FBDS";;"3";"casas abaixo da linha de alta tensão";"1";"-";"1";"-";"2";"-";"1";"-";"1";"Recebeu recursos do PAC para urbanizar: tirar casas de área de inundação, construir novas unidadess, construir ponte, praça.
Executou tudo boa parte da infraestrutura e construção das unidades, mas não conseguiram remover parte das casas e teve pr";"de 51 a 99"
"NUI1989";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Conjunto Parque São Geraldo";"1";"450";"estimativa da Dênia";"2021";"3";"-";"-";"4";"3";"3";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"1";"Construídas pela prefeitura para funcionarios da prefeitura.";"de 100 a 700"
"NUI1990";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Conjunto Tapiocaria (José Geral da Cruz)";"1";"100";"estimativa da Dênia";"2021";"3";"-";"-";"4";"3";"3";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"1";;"de 100 a 700"
"NUI1987";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Conjunto Santo Antonio";"1";"100";"estimativa da Dênia";"2021";"3";"-";"-";"4";"3";"3";"4";"1";;"0";;;"3";"inundação";"1";"-";"1";"-";"1";"-";"1";"-";"1";"Havia inundação, mas depois de obra não tem mais. Também é da década 80.";"de 100 a 700"
"NUI1988";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Conjunto Piraja (CRC)";"1";"100";"estimativa da Dênia";"2021";"3";"-";"-";"4";"3";"3";"4";"1";;"0";;;"3";"inundação";"1";"-";"1";"-";"1";"-";"1";"-";"1";"Construídas pela Caixa";"de 100 a 700"
"NUI1992";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Conjunto São Benedito";"1";"172";"estimativa da Dênia";"2021";"3";"-";"-";"4";"3";"1";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"1";"Primeiro conj. habitacional em 1969 (entregue junto com a imagem de Padre Cícero) BNH";"de 100 a 700"
"NUI1993";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Distrito Padre Cícero/Palmeirinha";"1";"182";"Censo IBGE";"2010";"4";"-";"-";"4";"1";"1";"4";"1";;"0";;;"2";"-";"1";"-";"2";"-";"1";"-";"2";"-";"1";"Lixão próximo";"de 100 a 700"
"NUI1964";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Triângulo";"1";"84";"CADUNICO";"2020";"2";"-";"-";"4";"3";"3";"4";"1";;"0";;;"3";"inundação (problema de drenagem de água da chuva)";"1";"-";"1";"-";"1";"-";"1";"-";"2";"dentro do perímetro tem casa construída pelo Prourb em regime de mutirão (prefeito desviou verba e parou toda a obra).
Ruas muito estreritas.
Tem água, luz, mas o esgoto corre a céu aberto.";"de 51 a 99"
"NUI1991";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Conjunto Tiradentes";"1";"100";"estimativa da Dênia";"2021";"3";"-";"-";"4";"3";"3";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"1";;"de 100 a 700"
"NUI1963";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Frei Damião";"1";"143";"CADUNICO";"2020";"1";"-";"-";"4";"2";"3";"4";"1";;"1";"FBDS";;"3";"estrada fica em cima do barranco e não tem proteção. Carros podem cair em cima das casas.";"1";"-";"2";"-";"4";"-";"2";"-";"2";"Invasão (1981). Moradores se organizaram para delimitar os lotes (parcelamento) e comecou o processo de regularização fundiária.
Não tem saneamento, quando chove a água não drena.
Tem água e energia e algumas ruas não são asfaltadas.";"de 100 a 700"
"NUI1981";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Conjunto Letícia Vasconcelo";"1";"32";"estimativa da Dênia";"2021";"3";"-";"-";"4";"3";"3";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"1";"Só falta regularização fundiária.";"até 50"
"NUI1979";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Conjunto Romeirão";"1";"100";"estimativa da Dênia";"2021";"3";"-";"-";"4";"3";"3";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";;"2";"Ruas muito estreitas (não chega a passar dois carros)";"de 100 a 700"
"NUI1980";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Conjunto Cicerópolis";"1";"100";"estimativa da Dênia";"2021";"3";"-";"-";"4";"3";"3";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"2";"-";"1";"-";"1";"Embriões. Só falta regularização fundiária";"de 100 a 700"
"NUI1984";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Conjunto da Rádio Tempo";"1";"32";"estimativa da Dênia";"2021";"3";"-";"-";"4";"3";"3";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"1";"falta só regularização fundiária";"até 50"
"NUI1986";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Conjunto COHABECE";"1";"100";"estimativa da Dênia";"2021";"3";"-";"-";"4";"3";"3";"4";"1";;"0";;;"3";"inundação";"1";"-";"1";"-";"1";"-";"1";"-";"1";"Deram o embrião e hoje são casas boas. Havia inundação, mas depois da construção da ponte isso melhorou.";"de 100 a 700"
"NUI1982";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Conjunto Cidade de Deus";"1";"100";"estimativa da Dênia";"2021";"3";"-";"-";"4";"3";"3";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"1";"Embrião. Só falta regularização fundiária.";"de 100 a 700"
"NUI1983";"Juazeiro do Norte";"Juazeiro do Norte";"Grupo 2";"Conjunto Triangulo";"1";"76";"estimativa da Dênia";"2021";"3";"-";"-";"3";"3";"3";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"1";"Área de reassentamento. Casa completa, só falta regularização fundiária.";"de 51 a 99"
"NUI1846";"Juazeiro do Norte";"Altaneira";"Grupo 4";"Maniçoba";"1";"12";"Censo IBGE";"2010";"2";"-";"-";"3";"2";"2";"4";"1";;"0";"FBDS";"menos de 1%";"3";"declividade";"1";"-";"1";"-";"2";"-";"2";"-";"3";"Algumas habitações estão em área de risco devido declividade.";"até 50"
"NUI1847";"Juazeiro do Norte";"Altaneira";"Grupo 4";"Mutirão";"1";"39";"Censo IBGE";"2010";"3";"bairro";"-";"5";"3";"2";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"2";"-";"2";"-";"2";"-";"até 50"
"NUI1843";"Juazeiro do Norte";"Altaneira";"Grupo 4";"Cruzeiro";"1";"31";"Censo IBGE";"2010";"1";"bairro";"-";"4";"1";"2";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"2";"-";"2";"-";"2";"-";"até 50"
"NUI1844";"Juazeiro do Norte";"Altaneira";"Grupo 4";"Santa Tereza";"1";"23";"CADUNICO";"2020";"3";"-";"-";"4";"1";"2";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"2";"-";"2";"-";"2";"-";"até 50"
"NUI1849";"Juazeiro do Norte";"Antonina do Norte";"Grupo 4";"Babilônia (Bairro Serraria I)";"1";"31";"Censo IBGE";"2010";"3";"-";"-";"4";"3";"2";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"2";"é um conjunto habitacional - falta concluir a regularização fundiária.";"até 50"
"NUI1850";"Juazeiro do Norte";"Antonina do Norte";"Grupo 4";"Boa Vista";"1";"20";"CADUNICO";"2020";"1";"-";"-";"4";"1";"3";"4";"1";;"1";"FBDS";;"3";"Alagamento";"1";"-";"1";"-";"1";"-";"1";"-";"2";"Risco de alagamento e próximo do parque de vaquejada.
Na área existe uma passagem molhada.
Não há possibilidade de transitar por duas ruas.";"até 50"
"NUI1852";"Juazeiro do Norte";"Antonina do Norte";"Grupo 4";"Planalto";"1";"207";"CADUNICO";"2020";"1";"-";"-";"4";"1";"2";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"2";"-";"de 100 a 700"
"NUI1853";"Juazeiro do Norte";"Antonina do Norte";"Grupo 4";"Serraria II";"1";"39";"Censo IBGE";"2010";"2";"-";"-";"4";"1";"2";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"3";"-";"até 50"
"NUI1839";"Juazeiro do Norte";"Aiuaba";"Grupo 4";"Povoado Bom Nome";"1";"600";"PMA";"nov-21";"4";"-";"-";"4";"1";"1";"4";"1";;"0";"FBDS";"menos de 1%";"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"1";"-";"de 100 a 700"
"NUI1838";"Juazeiro do Norte";"Aiuaba";"Grupo 4";"Povoado Barra Verde";"1";"100";"PMA";"nov-21";"4";"-";"-";"4";"3";"1";"4";"1";;"1";"FBDS";;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"1";"-";"de 100 a 700"
"NUI1840";"Juazeiro do Norte";"Aiuaba";"Grupo 4";"Povoado Cedro";"1";"150";"PMA";"nov-21";"4";"-";"-";"4";"3";"1";"4";"1";;"1";"FBDS";;"2";"-";"1";"-";"1";"-";"1";;"1";"-";"2";"-";"de 100 a 700"
"NUI1835";"Juazeiro do Norte";"Aiuaba";"Grupo 4";"Distrito Barra";"1";"1000";"PMA";"nov-21";"4";"-";"-";"4";"1";"1";"4";"1";;"0";"FBDS";"menos de 1%";"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"1";"-";"de 701 a 2.000"
"NUI1845";"Juazeiro do Norte";"Altaneira";"Grupo 4";"São Romão";"1";"195";"Censo IBGE";"2010";"4";"-";"-";"4";"2";"1";"4";"1";;"1";"FBDS";;"3";"construções em morro";"1";"-";"1";"-";"2";"-";"2";"-";"2";"copiar formulário";"de 100 a 700"
"NUI1848";"Juazeiro do Norte";"Altaneira";"Grupo 4";"Zé Real";"1";"5";"Censo IBGE";"2010";"3";"-";"-";"2";"1";"2";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"2";"-";"1";"-";"2";"-";"até 50"
"NUI1837";"Juazeiro do Norte";"Aiuaba";"Grupo 4";"Populares";"1";"30";"PMA";"nov-21";"3";"-";"-";"4";"2";"2";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"2";"-";"até 50"
"NUI1841";"Juazeiro do Norte";"Aiuaba";"Grupo 4";"Povoado São Nicolau";"1";"250";"PMA";"nov-21";"4";"-";"-";"4";"3";"1";"4";"1";;"1";"FBDS";;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"1";"-";"de 100 a 700"
"NUI1876";"Juazeiro do Norte";"Aurora";"Grupo 3";"Distrito Ingazeira";"1";"117";"CADUNICO";"2020";"4";"-";"-";"4";"2";"1";"4";"1";;"0";;;"3";"inundação";"1";"-";"2";"-";"1";"-";"1";"-";"2";"-";"de 100 a 700"
"NUI1874";"Juazeiro do Norte";"Aurora";"Grupo 3";"Conjunto Padre Mororó";"1";"50";"estimativa do técnico";"dez-20";"3";"-";"-";"4";"3";"2";"4";"1";;"0";;;"2";"-";"1";"-";"2";"-";"2";"-";"2";"-";"2";"Extrema vulnerabilidade social. Ex: moradia 4x15m onde moram 15 pessoas.";"até 50"
"NUI1879";"Juazeiro do Norte";"Aurora";"Grupo 3";"Estação de bombeamento";"1";"100";"estimativa do técnico";"dez-20";"1";"-";"-";"4";"2";"3";"4";"1";;"0";;;"3";"Alagamento por esgoto sanitário";"1";"-";"1";"-";"2";"-";"1";"-";"3";"Nessa área localiza-se uma estação de bombeamento de esgoto que remete o efluente sanitário para a estação de tratamento que recentemente ocorreu falha no equipamento de bombeamento causando alagamento da rua e residências com o esgotamento sanitÃ";"de 100 a 700"
"NUI1877";"Juazeiro do Norte";"Aurora";"Grupo 3";"Vila Tipí";"1";"100";"estimativa do técnico";"dez-20";"3";"-";"-";"4";"3";"1";"4";"1";;"0";"FBDS";"menos de 1%";"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"2";"Principais fontes de renda da população é aposentadoria rural e programas sociais.";"de 100 a 700"
"NUI1842";"Juazeiro do Norte";"Aiuaba";"Grupo 4";"Vila Medeiros";"1";"20";"PMA";"nov-21";"4";"vila";"-";"4";"3";"1";"4";"1";;"0";;;"2";"-";"1";"-";"2";"-";"3";"-";"1";"-";"3";"-";"até 50"
"NUI1836";"Juazeiro do Norte";"Aiuaba";"Grupo 4";"Lagoa do Umbu";"1";"30";"PMA";"nov-21";"4";"vila";"-";"4";"2";"1";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"3";"-";"1";"-";"3";"Utilizam o PSF da sede";"até 50"
"NUI1875";"Juazeiro do Norte";"Aurora";"Grupo 3";"Conjunto Padre Mororó - Invasão";"1";"20";"estimativa do técnico";"dez-20";"3";"-";"-";"3";"3";"2";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"2";"-";"2";"Área invadida. Conjunto habitacional construído com recurso público, as pessoas cadastradas não receberam. As pessoas que invadiram provocaram comoção da população local e acabaram ficando no ambiente, mas sem o título de propriedade.";"até 50"
"NUI1834";"Juazeiro do Norte";"Aiuaba";"Grupo 4";"Altos Campos";"1";"120";"PMA";"nov-21";"1";"-";"-";"4";"2";"2";"4";"1";;"1";"FBDS";;"2";"-";"1";"-";"1";"-";"1";"-";"2";"-";"2";"-";"de 100 a 700"
"NUI1869";"Juazeiro do Norte";"Aurora";"Grupo 3";"Açude do Recreio";"1";"200";"estimativa do técnico";"dez-20";"1";"-";"-";"4";"1";"3";"4";"1";;"0";;;"3";"Inundação
 (esgoto do bairro Araça é direcionado para o açude)";"1";"-";"1";"-";"1";"-";"2";"-";"2";"Efluentes do bairro Araçá são direcionados ao açude.";"de 100 a 700"
"NUI1880";"Juazeiro do Norte";"Aurora";"Grupo 3";"Poço do Meio (Bairro Alto da Cruz)";"1";"50";"estimativa do técnico";"dez-20";"1";"-";"-";"4";"2";"2";"4";"1";;"0";;;"2";"-";"1";"-";"3";"-";"4";"-";"2";"-";"3";;"até 50"
"NUI1872";"Juazeiro do Norte";"Aurora";"Grupo 3";"Imediação da Rua Cândido RIbeiro Neto";"1";"100";"estimativa do técnico";"dez-20";"2";"-";"-";"4";"1";"2";"4";"1";;"0";;;"2";"-";"1";"-";"2";"-";"2";"-";"1";"-";"3";"-";"de 100 a 700"
"NUI1873";"Juazeiro do Norte";"Aurora";"Grupo 3";"Conjunto Cohab";"1";"50";"estimativa do técnico";"dez-20";"3";"-";"-";"4";"3";"2";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"1";"-";"1";"-";"2";"-";"até 50"
"NUI1870";"Juazeiro do Norte";"Aurora";"Grupo 3";"Bairro Araça";"1";"50";"estimativa do técnico";"dez-20";"1";"-";"-";"3";"1";"2";"4";"1";;"0";;;"2";"-";"1";"-";"3";"-";"2";"-";"1";"-";"2";"a) Atrás do antigo presídio.; b) Área densamente povoada, com presença de violência e tráfico de drogas. 
Construções em alvenaria com cobertura de telha cerâmica, sem espaçamento adequado.";"até 50"
"NUI1871";"Juazeiro do Norte";"Aurora";"Grupo 3";"Aurora Velha (Av. João Joaquim dos Santos)";"1";"200";"estimativa do técnico";"dez-20";"1";"-";"-";"4";"2";"3";"4";"1";;"1";"FBDS";;"3";"inundação";"1";"-";"2";"-";"1";"-";"1";"-";"2";"Popularmente conhecido como Aurora velha. Bairro mais antigo de Aurora. Ocupação inicial da cidades, as margens do rio salgado.
Área cadastrada pelo ministério da integração como área de Risco, acometida por ocupação desordenada do solo urbano.
";"de 100 a 700"
"NUI1878";"Juazeiro do Norte";"Aurora";"Grupo 3";"Capela de São Francisco";"1";"100";"estimativa do técnico";"dez-20";"1";"-";"-";"4";"1";"3";"4";"1";;"0";;;"2";"-";"1";"-";"3";"-";"4";"-";"1";"-";"2";"a) Imadiações da Capela de São Francisco; b)Área densamente povoada. violência e drogas.
Construções em alvenaria com cobertura em telha cerâmica, sem acabaento de reboco e sem espaçamento adequado.";"de 100 a 700"
"NUI1881";"Juazeiro do Norte";"Aurora";"Grupo 3";"Vila Paris (Bairro Araça)";"1";"200";"estimativa do técnico";"dez-20";"1";"-";"-";"4";"1";"2";"4";"1";;"0";;;"2";"-";"1";"-";"1";"-";"2";"-";"1";"-";"2";"Área densamente povoada, violência e tráfico.
Construções em alvenaria com cobertura em telha cerâmica e sem espaçamento adequado.";"de 100 a 700"
"NUI1897";"Juazeiro do Norte";"Caririaçu";"Grupo 3";"Abílio Unias";"1";"37";"CADUNICO";"2020";"2";"-";"-";"3";"3";"2";"4";"1";;"1";"Prefeitura";"Pesquisa de Campo
Tem um pequeno Açude dentro do perímetro, mas nenhuma casa ocupa área próxima ao açude, nem área alagadiça.";"2";"-";"1";"-";"1";"-";"2";"-";"1";"-";"2";"Existe infraestrutura em boa parte do loteamento.
Casas de padrão médio e popular, mas não existem casas precárias (risco, tapia, material improvisado).";"até 50"
